,tweetText,pos_count,neg_count,sentiment
256,boris lockdown,0,0,Neutral
257,corona whose already gone education system,1,0,Positive
258,honestly disgusting conservatives taking corona situation poorly either go full force dont bother wake make minds ffs also kids nt go school better ways education zoom calls safe isolated,3,10,Negative
259,guys lets introduce national lockdown leave schools open remember corona nt attack people education,0,1,Negative
260,corona bullshit actually top government exaggerated number deaths horrifically people even remember normality wasted nearly year lives put back lockdown still sent education,1,8,Negative
261,rajeshsonalekar pakistanunny appcsocialmedia mr ostrich liberty enjoy india please list shall lol modikillingindia famous rapes corona unemployment hungry loans lack education crushing economy civil war breaking many issues obsession nt end,7,18,Negative
262,brief look coaching supervision corona,1,1,Neutral
263,someone wants see end fucking corona bollocks boils piss see herd stupid yoofs like footage nottingham last night may students certainly nt showing signs education wankers,2,6,Negative
264,special thanks cff theukgovernment emergency fund persona insight able adapt meeting head safely coming together online reading collectively together years since us read wow,5,4,Positive
265,would love traipse around word tasting wine drinking wine eating local cuisine wonder one good thing come might winetastings online listen experts wisdom without cave,6,3,Positive
266,stop the spread,1,0,Positive
267,need go essential shopping please ensure keep others safe taking necessary precautions,2,2,Neutral
